id_tiempo,hora,mes,anio,id_edificio,id_ambiente,ocupacion,temperatura,demanda_pico_kw,factor_potencia,consumo_kwh,nombre_edificio,tipo_ambiente,nombre_mes,periodo,franja_horaria,eficiencia_energetica_pct,riesgo_energetico_indice,pred_consumo_kwh,sobreconsumo_real,riesgo_sobreconsumo_prob,riesgo_sobreconsumo_pred
170,17,3,2026,9,105,5,22.79,29.69,0.885,497.49,Edificio 9,Biblioteca,Mar,2026-03,Tarde,0.0,Medio,442.2,0,0.035,Bajo
171,10,3,2026,6,160,56,22.75,51.33,0.91,560.0,Comedor,Auditorio,Mar,2026-03,Mañana,1.75,Medio,559.0,1,0.869,Alto
172,15,3,2026,12,156,29,20.34,23.12,0.95,254.92,Edificio 12,Aula,Mar,2026-03,Tarde,15.03,Bajo,264.44,0,0.032,Bajo
173,9,3,2026,3,111,73,20.21,56.47,0.888,560.0,Laboratorio Central,Biblioteca,Mar,2026-03,Mañana,24.32,Alto,559.95,1,0.971,Alto
174,10,3,2026,8,139,72,23.61,49.82,0.863,560.0,Edificio 8,Laboratorio,Mar,2026-03,Mañana,23.29,Medio,551.82,1,0.815,Alto
175,19,3,2026,8,157,65,22.23,50.76,0.872,503.19,Edificio 8,Laboratorio,Mar,2026-03,Noche,23.76,Medio,523.64,0,0.363,Bajo
176,15,3,2026,7,110,76,26.9,57.25,0.93,560.0,Auditorio,Oficina,Mar,2026-03,Tarde,27.27,Alto,559.97,1,0.973,Alto
177,20,3,2026,6,135,86,22.8,58.38,0.908,521.99,Comedor,Biblioteca,Mar,2026-03,Noche,40.0,Alto,491.54,0,0.246,Bajo
178,15,3,2026,3,153,75,18.0,56.4,0.918,560.0,Laboratorio Central,Biblioteca,Mar,2026-03,Tarde,26.32,Alto,559.94,1,0.947,Alto
179,7,3,2026,7,103,38,26.46,34.9,0.921,284.88,Auditorio,Laboratorio,Mar,2026-03,Mañana,26.95,Bajo,281.41,0,0.031,Bajo
180,18,3,2026,11,121,64,25.12,43.05,0.893,553.92,Edificio 11,Laboratorio,Mar,2026-03,Noche,14.78,Medio,510.86,0,0.135,Bajo
181,9,3,2026,12,130,52,24.8,59.72,0.925,560.0,Edificio 12,Auditorio,Mar,2026-03,Mañana,0.0,Alto,559.93,1,0.944,Alto
182,15,3,2026,7,107,44,25.06,33.38,0.931,423.34,Auditorio,Administrativo,Mar,2026-03,Tarde,5.92,Bajo,397.35,0,0.01,Bajo
183,16,3,2026,8,104,91,28.88,41.87,0.906,418.22,Edificio 8,Oficina,Mar,2026-03,Tarde,54.54,Bajo,436.92,0,0.06,Bajo
184,13,3,2026,1,139,67,22.35,39.1,0.933,476.95,Pabellón A,Laboratorio,Mar,2026-03,Tarde,29.86,Medio,460.75,0,0.068,Bajo
185,12,3,2026,2,133,17,23.26,21.93,0.91,332.37,Pabellón B,Laboratorio,Mar,2026-03,Tarde,0.0,Bajo,310.64,0,0.043,Bajo
186,12,3,2026,5,147,60,29.96,68.0,0.874,560.0,Administrativo,Biblioteca,Mar,2026-03,Tarde,8.2,Alto,559.85,1,0.969,Alto
187,19,3,2026,10,147,55,23.1,59.21,0.939,560.0,Edificio 10,Biblioteca,Mar,2026-03,Noche,0.0,Alto,559.21,1,0.915,Alto
188,18,3,2026,8,140,25,25.37,45.3,0.89,560.0,Edificio 8,Oficina,Mar,2026-03,Noche,0.0,Medio,556.21,1,0.689,Medio
189,10,3,2026,1,150,57,25.53,52.52,0.89,560.0,Pabellón A,Aula,Mar,2026-03,Mañana,3.45,Alto,559.74,1,0.933,Alto
190,19,3,2026,11,112,50,23.36,38.41,0.966,371.66,Edificio 11,Auditorio,Mar,2026-03,Noche,27.13,Bajo,408.54,0,0.032,Bajo
191,19,3,2026,6,127,82,21.53,45.37,0.886,449.13,Comedor,Laboratorio,Mar,2026-03,Noche,45.89,Medio,474.72,0,0.118,Bajo
192,21,3,2026,9,117,55,26.23,59.37,0.958,560.0,Edificio 9,Biblioteca,Mar,2026-03,Noche,0.0,Alto,539.42,1,0.767,Alto
193,15,3,2026,5,120,70,26.31,57.28,0.952,560.0,Administrativo,Aula,Mar,2026-03,Tarde,21.13,Alto,559.98,1,0.942,Alto
194,14,3,2026,1,146,75,26.62,39.16,0.942,490.34,Pabellón A,Oficina,Mar,2026-03,Tarde,35.48,Medio,462.97,0,0.029,Bajo
195,7,3,2026,2,142,41,22.53,30.57,0.853,247.27,Pabellón B,Auditorio,Mar,2026-03,Mañana,41.13,Bajo,253.54,0,0.009,Bajo
196,19,3,2026,8,102,78,26.24,68.0,0.887,560.0,Edificio 8,Aula,Mar,2026-03,Noche,29.11,Alto,559.47,1,0.954,Alto
197,7,3,2026,10,109,31,18.1,22.68,0.959,197.16,Edificio 10,Laboratorio,Mar,2026-03,Mañana,38.39,Bajo,191.78,0,0.02,Bajo
198,17,3,2026,5,115,50,25.37,49.32,0.929,560.0,Administrativo,Laboratorio,Mar,2026-03,Tarde,0.0,Medio,554.7,1,0.85,Alto
199,8,3,2026,5,149,53,27.96,43.67,0.909,313.56,Administrativo,Administrativo,Mar,2026-03,Mañana,41.93,Bajo,325.72,0,0.082,Bajo
200,20,3,2026,2,128,55,26.92,34.77,0.983,212.59,Pabellón B,Oficina,Mar,2026-03,Noche,62.04,Bajo,230.15,0,0.004,Bajo
201,12,3,2026,11,122,48,21.03,35.33,0.943,480.33,Edificio 11,Oficina,Mar,2026-03,Tarde,1.97,Medio,466.5,0,0.036,Bajo
202,9,3,2026,6,132,21,26.1,35.0,0.918,336.58,Comedor,Aula,Mar,2026-03,Mañana,0.0,Bajo,399.23,0,0.016,Bajo
203,12,3,2026,9,136,28,28.67,23.94,0.892,315.81,Edificio 9,Auditorio,Mar,2026-03,Tarde,0.0,Bajo,314.59,0,0.045,Bajo
204,18,3,2026,8,133,100,22.09,51.68,0.892,539.43,Edificio 8,Laboratorio,Mar,2026-03,Noche,46.59,Medio,540.28,0,0.344,Bajo
205,8,3,2026,8,129,46,22.2,58.5,0.862,560.0,Edificio 8,Biblioteca,Mar,2026-03,Mañana,0.0,Alto,557.82,1,0.855,Alto
206,13,3,2026,9,158,100,28.53,51.82,0.876,560.0,Edificio 9,Oficina,Mar,2026-03,Tarde,44.55,Medio,550.39,1,0.733,Alto
207,21,3,2026,12,114,25,30.58,68.0,0.863,560.0,Edificio 12,Aula,Mar,2026-03,Noche,0.0,Alto,549.4,1,0.913,Alto
208,9,3,2026,11,119,34,23.7,34.02,0.876,465.21,Edificio 11,Administrativo,Mar,2026-03,Mañana,0.0,Medio,443.41,0,0.034,Bajo
209,9,3,2026,11,139,49,20.68,38.9,0.867,514.11,Edificio 11,Laboratorio,Mar,2026-03,Mañana,0.0,Medio,504.39,0,0.104,Bajo
210,17,3,2026,10,116,56,21.72,24.38,0.861,311.73,Edificio 10,Oficina,Mar,2026-03,Tarde,45.31,Bajo,300.72,0,0.02,Bajo
211,17,3,2026,9,118,43,22.72,35.27,0.983,388.35,Edificio 9,Auditorio,Mar,2026-03,Tarde,11.74,Bajo,392.49,0,0.014,Bajo
212,9,3,2026,8,126,64,22.68,62.38,0.883,560.0,Edificio 8,Aula,Mar,2026-03,Mañana,13.85,Alto,559.98,1,0.96,Alto
213,18,3,2026,6,125,69,26.81,56.71,0.897,560.0,Comedor,Administrativo,Mar,2026-03,Noche,20.0,Alto,558.94,1,0.911,Alto
214,8,3,2026,1,118,71,30.34,42.17,0.821,348.02,Pabellón A,Auditorio,Mar,2026-03,Mañana,51.66,Bajo,339.53,0,0.084,Bajo
215,20,3,2026,6,159,38,23.48,50.09,0.863,478.4,Comedor,Biblioteca,Mar,2026-03,Noche,0.0,Medio,436.57,0,0.241,Bajo
216,7,3,2026,2,160,55,22.1,46.1,0.913,418.78,Pabellón B,Auditorio,Mar,2026-03,Mañana,25.22,Bajo,420.39,0,0.191,Bajo
217,11,3,2026,8,138,78,21.75,61.73,0.919,560.0,Edificio 8,Aula,Mar,2026-03,Mañana,29.11,Alto,559.98,1,0.97,Alto
218,18,3,2026,6,148,74,23.95,33.97,0.959,342.32,Comedor,Auditorio,Mar,2026-03,Noche,54.36,Bajo,367.02,0,0.012,Bajo
219,11,3,2026,2,124,17,24.56,16.63,0.99,271.47,Pabellón B,Auditorio,Mar,2026-03,Mañana,0.0,Bajo,276.07,0,0.023,Bajo
220,13,3,2026,6,150,95,28.52,68.0,0.895,560.0,Comedor,Aula,Mar,2026-03,Tarde,41.67,Alto,559.19,1,0.977,Alto
221,13,3,2026,9,102,66,25.16,66.18,0.949,560.0,Edificio 9,Aula,Mar,2026-03,Tarde,16.42,Alto,559.98,1,0.973,Alto
222,12,3,2026,10,120,38,29.49,66.96,0.908,560.0,Edificio 10,Aula,Mar,2026-03,Tarde,0.0,Alto,559.85,1,0.956,Alto
223,20,3,2026,9,134,26,24.95,32.0,0.911,292.98,Edificio 9,Oficina,Mar,2026-03,Noche,0.0,Bajo,278.77,0,0.02,Bajo
224,11,3,2026,12,155,69,24.44,62.05,0.807,560.0,Edificio 12,Administrativo,Mar,2026-03,Mañana,20.0,Alto,558.81,1,0.958,Alto
225,19,3,2026,10,136,56,25.66,28.48,0.916,337.44,Edificio 10,Auditorio,Mar,2026-03,Noche,40.8,Bajo,324.11,0,0.011,Bajo
226,20,3,2026,11,115,33,31.86,61.16,0.916,560.0,Edificio 11,Laboratorio,Mar,2026-03,Noche,0.0,Alto,540.96,1,0.87,Alto
227,9,3,2026,7,144,62,28.09,31.38,0.881,386.03,Auditorio,Aula,Mar,2026-03,Mañana,38.73,Bajo,373.03,0,0.013,Bajo
228,15,3,2026,4,135,20,22.69,38.41,0.876,499.54,Biblioteca,Biblioteca,Mar,2026-03,Tarde,0.0,Medio,511.09,0,0.15,Bajo
229,21,3,2026,9,121,23,23.41,34.26,0.865,271.34,Edificio 9,Laboratorio,Mar,2026-03,Noche,0.0,Bajo,274.48,0,0.009,Bajo
230,10,3,2026,5,135,80,22.56,65.81,0.978,560.0,Administrativo,Biblioteca,Mar,2026-03,Mañana,30.86,Alto,559.99,1,0.956,Alto
231,18,3,2026,12,131,46,27.24,49.76,0.881,560.0,Edificio 12,Administrativo,Mar,2026-03,Noche,0.0,Medio,555.7,1,0.757,Alto
232,13,3,2026,7,152,77,21.79,38.4,0.917,399.92,Auditorio,Oficina,Mar,2026-03,Tarde,48.73,Bajo,433.29,0,0.035,Bajo
233,8,3,2026,6,159,39,25.52,50.95,0.914,549.27,Comedor,Biblioteca,Mar,2026-03,Mañana,0.0,Medio,510.9,0,0.159,Bajo
234,9,3,2026,2,139,41,24.57,27.96,0.99,397.54,Pabellón B,Laboratorio,Mar,2026-03,Mañana,5.35,Bajo,370.97,0,0.026,Bajo
235,10,3,2026,1,106,25,27.17,34.03,0.951,483.38,Pabellón A,Auditorio,Mar,2026-03,Mañana,0.0,Medio,442.63,0,0.033,Bajo
236,13,3,2026,11,159,39,27.19,59.57,0.871,560.0,Edificio 11,Biblioteca,Mar,2026-03,Tarde,0.0,Alto,559.74,1,0.916,Alto
237,11,3,2026,11,103,62,23.99,38.93,0.888,560.0,Edificio 11,Laboratorio,Mar,2026-03,Mañana,11.11,Medio,524.43,1,0.567,Medio
238,9,3,2026,7,156,36,28.36,21.44,0.984,335.77,Auditorio,Aula,Mar,2026-03,Mañana,9.25,Bajo,315.43,0,0.015,Bajo
239,9,3,2026,12,155,95,21.95,68.0,0.913,560.0,Edificio 12,Administrativo,Mar,2026-03,Mañana,41.67,Alto,559.73,1,0.974,Alto
240,17,3,2026,9,133,53,18.0,33.0,0.937,364.98,Edificio 9,Laboratorio,Mar,2026-03,Tarde,32.41,Bajo,367.25,0,0.019,Bajo
241,8,3,2026,6,110,51,20.39,43.49,0.903,384.47,Comedor,Oficina,Mar,2026-03,Mañana,26.06,Bajo,369.08,0,0.087,Bajo
242,10,3,2026,3,139,86,28.66,42.1,0.932,531.5,Laboratorio Central,Laboratorio,Mar,2026-03,Mañana,38.91,Medio,506.77,0,0.08,Bajo
243,17,3,2026,2,111,79,24.31,64.38,0.908,560.0,Pabellón B,Biblioteca,Mar,2026-03,Tarde,30.0,Alto,559.89,1,0.979,Alto
244,12,3,2026,5,137,60,24.62,38.09,0.875,462.13,Administrativo,Administrativo,Mar,2026-03,Tarde,24.24,Medio,462.83,0,0.02,Bajo
245,8,3,2026,8,119,72,28.55,56.18,0.871,388.51,Edificio 8,Administrativo,Mar,2026-03,Mañana,46.78,Alto,419.29,0,0.287,Bajo
246,11,3,2026,6,139,25,26.07,41.16,0.866,494.06,Comedor,Laboratorio,Mar,2026-03,Mañana,0.0,Medio,513.96,0,0.314,Bajo
247,12,3,2026,7,144,31,23.67,18.53,0.896,279.88,Auditorio,Aula,Mar,2026-03,Tarde,12.54,Bajo,282.11,0,0.035,Bajo
248,20,3,2026,2,133,91,20.28,42.24,0.955,303.38,Pabellón B,Laboratorio,Mar,2026-03,Noche,67.02,Bajo,310.78,0,0.054,Bajo
249,15,3,2026,9,112,43,23.95,26.09,0.953,307.0,Edificio 9,Auditorio,Mar,2026-03,Tarde,30.23,Bajo,308.86,0,0.035,Bajo
250,8,3,2026,9,128,82,25.89,34.46,0.866,251.4,Edificio 9,Oficina,Mar,2026-03,Mañana,69.71,Bajo,267.0,0,0.042,Bajo
251,14,3,2026,11,151,53,25.29,42.25,0.913,560.0,Edificio 11,Laboratorio,Mar,2026-03,Tarde,0.0,Medio,532.08,1,0.461,Medio
252,18,3,2026,2,134,65,31.7,45.13,0.99,518.46,Pabellón B,Oficina,Mar,2026-03,Noche,21.45,Medio,506.84,0,0.093,Bajo
253,13,4,2026,3,149,75,27.84,43.48,0.808,560.0,Laboratorio Central,Administrativo,Abr,2026-04,Tarde,26.32,Medio,519.1,1,0.532,Medio
254,21,4,2026,7,124,39,31.38,37.62,0.925,246.82,Auditorio,Auditorio,Abr,2026-04,Noche,38.3,Bajo,259.03,0,0.012,Bajo
255,8,4,2026,3,134,46,25.58,41.74,0.9,318.51,Laboratorio Central,Oficina,Abr,2026-04,Mañana,32.23,Bajo,332.14,0,0.115,Bajo
256,18,4,2026,9,127,51,19.13,31.84,0.911,410.29,Edificio 9,Laboratorio,Abr,2026-04,Noche,21.1,Bajo,372.57,0,0.017,Bajo
257,21,4,2026,12,148,85,28.16,37.08,0.943,302.34,Edificio 12,Auditorio,Abr,2026-04,Noche,64.84,Bajo,283.03,0,0.018,Bajo
258,8,4,2026,10,102,56,20.38,59.16,0.931,560.0,Edificio 10,Aula,Abr,2026-04,Mañana,1.75,Alto,541.65,1,0.825,Alto
259,14,4,2026,4,134,63,30.47,49.6,0.926,560.0,Biblioteca,Oficina,Abr,2026-04,Tarde,12.5,Medio,551.58,1,0.801,Alto
260,12,4,2026,10,138,22,25.39,43.66,0.917,560.0,Edificio 10,Aula,Abr,2026-04,Tarde,0.0,Medio,551.83,1,0.746,Alto
261,15,4,2026,4,126,52,25.62,64.75,0.884,560.0,Biblioteca,Aula,Abr,2026-04,Tarde,0.0,Alto,559.96,1,0.957,Alto
262,14,4,2026,1,122,38,28.78,31.76,0.918,412.27,Pabellón A,Oficina,Abr,2026-04,Tarde,0.0,Bajo,385.41,0,0.025,Bajo
263,9,4,2026,5,124,66,28.02,34.56,0.939,413.07,Administrativo,Auditorio,Abr,2026-04,Mañana,38.35,Bajo,406.44,0,0.014,Bajo
264,7,4,2026,9,126,74,28.36,68.0,0.93,560.0,Edificio 9,Aula,Abr,2026-04,Mañana,25.33,Alto,548.98,1,0.85,Alto
265,17,4,2026,2,159,34,25.5,39.12,0.893,560.0,Pabellón B,Biblioteca,Abr,2026-04,Tarde,0.0,Medio,527.37,1,0.598,Medio
266,7,4,2026,2,112,75,25.95,27.7,0.897,189.83,Pabellón B,Auditorio,Abr,2026-04,Mañana,75.02,Bajo,198.09,0,0.0,Bajo
267,21,4,2026,6,119,58,24.47,48.2,0.871,361.41,Comedor,Administrativo,Abr,2026-04,Noche,38.74,Bajo,366.7,0,0.164,Bajo
268,10,4,2026,12,138,54,23.74,60.68,0.912,560.0,Edificio 12,Aula,Abr,2026-04,Mañana,0.0,Alto,559.93,1,0.947,Alto
269,14,4,2026,9,141,44,26.41,56.35,0.906,560.0,Edificio 9,Biblioteca,Abr,2026-04,Tarde,0.0,Alto,559.96,1,0.911,Alto
270,20,4,2026,6,158,52,25.36,41.37,0.987,325.57,Comedor,Oficina,Abr,2026-04,Noche,38.57,Bajo,336.63,0,0.077,Bajo
271,7,4,2026,5,135,81,23.03,55.8,0.921,462.36,Administrativo,Biblioteca,Abr,2026-04,Mañana,43.61,Alto,450.3,0,0.148,Bajo
272,14,4,2026,9,141,83,27.16,68.0,0.914,560.0,Edificio 9,Biblioteca,Abr,2026-04,Tarde,33.33,Alto,559.98,1,0.95,Alto
273,18,4,2026,8,129,74,29.26,68.0,0.966,560.0,Edificio 8,Biblioteca,Abr,2026-04,Noche,25.33,Alto,559.37,1,0.981,Alto
274,17,4,2026,1,133,41,30.29,38.03,0.966,413.96,Pabellón A,Laboratorio,Abr,2026-04,Tarde,1.44,Bajo,423.35,0,0.02,Bajo
275,13,4,2026,3,153,49,23.78,52.91,0.933,560.0,Laboratorio Central,Biblioteca,Abr,2026-04,Tarde,0.0,Alto,559.84,1,0.886,Alto
276,21,4,2026,10,158,66,21.15,41.04,0.961,324.63,Edificio 10,Oficina,Abr,2026-04,Noche,51.55,Bajo,319.87,0,0.035,Bajo
277,15,4,2026,12,117,37,24.06,51.51,0.909,560.0,Edificio 12,Biblioteca,Abr,2026-04,Tarde,0.0,Medio,559.66,1,0.897,Alto
278,21,4,2026,2,133,49,25.77,36.57,0.838,266.71,Pabellón B,Laboratorio,Abr,2026-04,Noche,46.66,Bajo,268.26,0,0.023,Bajo
279,13,4,2026,2,123,78,23.77,62.86,0.972,560.0,Pabellón B,Biblioteca,Abr,2026-04,Tarde,29.11,Alto,559.96,1,0.982,Alto
280,20,4,2026,11,148,47,27.6,34.44,0.877,271.55,Edificio 11,Auditorio,Abr,2026-04,Noche,43.43,Bajo,275.43,0,0.003,Bajo
281,18,4,2026,3,105,31,24.61,40.19,0.86,560.0,Laboratorio Central,Biblioteca,Abr,2026-04,Noche,0.0,Medio,545.7,1,0.564,Medio
282,7,4,2026,4,113,70,28.35,41.22,0.881,320.6,Biblioteca,Administrativo,Abr,2026-04,Mañana,54.85,Bajo,327.02,0,0.029,Bajo
283,17,4,2026,5,157,23,23.43,30.36,0.98,476.01,Administrativo,Laboratorio,Abr,2026-04,Tarde,0.0,Medio,446.85,0,0.027,Bajo
284,20,4,2026,12,152,66,23.64,35.97,0.926,271.13,Edificio 12,Oficina,Abr,2026-04,Noche,59.53,Bajo,277.88,0,0.017,Bajo
285,13,4,2026,11,157,34,23.86,34.91,0.839,532.57,Edificio 11,Laboratorio,Abr,2026-04,Tarde,0.0,Medio,498.76,0,0.063,Bajo
286,12,4,2026,1,106,72,19.32,35.95,0.873,446.29,Pabellón A,Auditorio,Abr,2026-04,Tarde,38.86,Medio,443.16,0,0.049,Bajo
287,13,4,2026,6,101,29,20.69,23.74,0.919,346.16,Comedor,Administrativo,Abr,2026-04,Tarde,0.0,Bajo,326.44,0,0.039,Bajo
288,16,4,2026,11,124,64,28.18,40.69,0.929,380.39,Edificio 11,Auditorio,Abr,2026-04,Tarde,41.48,Bajo,416.21,0,0.07,Bajo
289,9,4,2026,7,145,57,22.91,47.8,0.934,560.0,Auditorio,Laboratorio,Abr,2026-04,Mañana,3.45,Medio,557.41,1,0.79,Alto
290,19,4,2026,5,106,46,25.91,38.08,0.862,441.04,Administrativo,Auditorio,Abr,2026-04,Noche,6.16,Bajo,436.17,0,0.012,Bajo
291,7,4,2026,2,122,27,23.25,27.26,0.832,301.41,Pabellón B,Oficina,Abr,2026-04,Mañana,0.0,Bajo,262.69,0,0.003,Bajo
292,18,4,2026,9,157,74,26.84,48.11,0.85,546.49,Edificio 9,Laboratorio,Abr,2026-04,Noche,27.13,Medio,544.07,0,0.294,Bajo
293,11,4,2026,5,117,47,24.65,50.54,0.927,560.0,Administrativo,Biblioteca,Abr,2026-04,Mañana,0.0,Medio,559.69,1,0.931,Alto
294,10,4,2026,12,140,62,20.45,54.5,0.889,560.0,Edificio 12,Oficina,Abr,2026-04,Mañana,11.11,Alto,559.83,1,0.942,Alto
295,13,4,2026,6,153,26,20.89,38.36,0.942,560.0,Comedor,Biblioteca,Abr,2026-04,Tarde,0.0,Medio,522.85,1,0.415,Medio
296,9,4,2026,5,120,9,20.92,23.72,0.885,442.41,Administrativo,Aula,Abr,2026-04,Mañana,0.0,Bajo,401.53,0,0.029,Bajo
297,12,4,2026,5,147,46,21.33,45.62,0.896,560.0,Administrativo,Biblioteca,Abr,2026-04,Tarde,0.0,Medio,554.57,1,0.61,Medio
298,8,4,2026,10,112,34,21.45,22.15,0.889,160.64,Edificio 10,Auditorio,Abr,2026-04,Mañana,54.1,Bajo,150.05,0,0.03,Bajo
299,14,4,2026,12,113,38,25.55,36.54,0.841,516.04,Edificio 12,Administrativo,Abr,2026-04,Tarde,0.0,Medio,498.98,0,0.035,Bajo
300,17,4,2026,5,115,68,24.58,57.49,0.876,560.0,Administrativo,Laboratorio,Abr,2026-04,Tarde,18.84,Alto,559.91,1,0.954,Alto
301,16,4,2026,8,137,33,26.69,41.18,0.881,471.69,Edificio 8,Administrativo,Abr,2026-04,Tarde,0.0,Medio,491.41,0,0.189,Bajo
302,21,4,2026,9,138,34,23.79,50.93,0.917,501.05,Edificio 9,Aula,Abr,2026-04,Noche,0.0,Medio,477.6,0,0.18,Bajo
303,17,4,2026,10,102,25,22.94,41.79,0.827,560.0,Edificio 10,Aula,Abr,2026-04,Tarde,0.0,Medio,545.4,1,0.773,Alto
304,8,4,2026,5,114,45,20.99,46.93,0.864,451.52,Administrativo,Aula,Abr,2026-04,Mañana,1.84,Medio,445.76,0,0.136,Bajo
305,13,4,2026,8,149,40,20.45,39.04,0.99,460.03,Edificio 8,Administrativo,Abr,2026-04,Tarde,0.0,Medio,479.22,0,0.053,Bajo
306,8,4,2026,2,153,100,26.15,68.0,0.893,560.0,Pabellón B,Biblioteca,Abr,2026-04,Mañana,44.55,Alto,550.01,1,0.917,Alto
307,14,4,2026,6,130,83,27.37,64.65,0.914,560.0,Comedor,Auditorio,Abr,2026-04,Tarde,33.33,Alto,559.95,1,0.959,Alto
308,12,4,2026,11,106,50,23.81,37.64,0.94,531.8,Edificio 11,Auditorio,Abr,2026-04,Tarde,0.0,Medio,500.77,0,0.029,Bajo
309,9,4,2026,6,135,33,26.1,46.95,0.856,560.0,Comedor,Biblioteca,Abr,2026-04,Mañana,0.0,Medio,556.89,1,0.648,Medio
310,18,4,2026,10,156,36,25.91,34.23,0.862,369.43,Edificio 10,Aula,Abr,2026-04,Noche,0.15,Bajo,387.16,0,0.009,Bajo
311,19,4,2026,12,151,63,20.83,42.47,0.863,496.96,Edificio 12,Laboratorio,Abr,2026-04,Noche,22.35,Medio,496.44,0,0.089,Bajo
312,17,4,2026,8,133,65,27.15,44.53,0.879,531.9,Edificio 8,Laboratorio,Abr,2026-04,Tarde,19.41,Medio,516.21,0,0.121,Bajo
313,12,4,2026,8,139,70,28.57,51.03,0.825,560.0,Edificio 8,Laboratorio,Abr,2026-04,Tarde,21.13,Medio,555.77,1,0.822,Alto
314,10,4,2026,5,107,38,26.49,40.19,0.868,497.78,Administrativo,Administrativo,Abr,2026-04,Mañana,0.0,Medio,506.25,0,0.133,Bajo
315,13,4,2026,7,111,27,24.92,56.7,0.865,560.0,Auditorio,Biblioteca,Abr,2026-04,Tarde,0.0,Alto,559.96,1,0.965,Alto
316,9,4,2026,6,153,70,23.66,64.3,0.906,560.0,Comedor,Biblioteca,Abr,2026-04,Mañana,21.13,Alto,559.98,1,0.978,Alto
317,20,4,2026,7,135,29,24.49,40.81,0.872,392.42,Auditorio,Biblioteca,Abr,2026-04,Noche,0.0,Bajo,377.33,0,0.165,Bajo
318,7,4,2026,4,118,55,26.7,39.35,0.893,340.39,Biblioteca,Auditorio,Abr,2026-04,Mañana,39.22,Bajo,318.8,0,0.026,Bajo
319,19,4,2026,8,135,26,24.34,41.63,0.96,560.0,Edificio 8,Biblioteca,Abr,2026-04,Noche,0.0,Medio,550.46,1,0.685,Medio
320,19,4,2026,12,128,45,18.0,22.11,0.97,299.35,Edificio 12,Oficina,Abr,2026-04,Noche,34.92,Bajo,265.87,0,0.01,Bajo
321,11,4,2026,1,128,51,30.56,37.65,0.952,391.06,Pabellón A,Oficina,Abr,2026-04,Mañana,24.8,Bajo,435.79,0,0.022,Bajo
322,18,4,2026,10,144,41,21.81,31.82,0.894,308.54,Edificio 10,Aula,Abr,2026-04,Noche,26.54,Bajo,347.11,0,0.02,Bajo
323,10,4,2026,4,151,74,25.62,41.94,0.959,527.05,Biblioteca,Laboratorio,Abr,2026-04,Mañana,29.73,Medio,514.73,0,0.122,Bajo
324,11,4,2026,9,157,37,24.03,33.18,0.978,466.96,Edificio 9,Laboratorio,Abr,2026-04,Mañana,0.0,Medio,441.29,0,0.027,Bajo
325,11,4,2026,11,108,51,23.08,32.77,0.938,402.47,Edificio 11,Aula,Abr,2026-04,Mañana,22.6,Bajo,397.08,0,0.036,Bajo
326,9,4,2026,10,140,36,24.24,52.1,0.856,560.0,Edificio 10,Oficina,Abr,2026-04,Mañana,0.0,Medio,559.72,1,0.916,Alto
327,8,4,2026,7,132,54,19.98,29.29,0.879,157.76,Auditorio,Aula,Abr,2026-04,Mañana,71.32,Bajo,178.47,0,0.007,Bajo
328,20,4,2026,12,105,33,24.21,44.57,0.891,442.01,Edificio 12,Biblioteca,Abr,2026-04,Noche,0.0,Bajo,424.53,0,0.165,Bajo
329,15,4,2026,7,113,95,23.49,45.31,0.911,504.65,Auditorio,Administrativo,Abr,2026-04,Tarde,47.43,Medio,503.23,0,0.121,Bajo
330,20,4,2026,8,150,51,22.08,53.33,0.927,474.43,Edificio 8,Aula,Abr,2026-04,Noche,8.76,Alto,453.17,0,0.231,Bajo
331,14,4,2026,1,107,66,23.85,24.37,0.943,426.7,Pabellón A,Administrativo,Abr,2026-04,Tarde,36.31,Bajo,381.55,0,0.025,Bajo
332,21,4,2026,11,119,53,28.38,53.47,0.901,431.22,Edificio 11,Administrativo,Abr,2026-04,Noche,20.14,Alto,432.7,0,0.314,Bajo
333,12,4,2026,11,157,50,23.82,35.27,0.864,511.11,Edificio 11,Laboratorio,Abr,2026-04,Tarde,0.0,Medio,496.6,0,0.043,Bajo
334,8,4,2026,1,113,59,23.02,33.75,0.919,283.72,Pabellón A,Administrativo,Abr,2026-04,Mañana,52.71,Bajo,286.32,0,0.004,Bajo
335,18,4,2026,6,152,86,28.7,38.4,0.867,424.72,Comedor,Oficina,Abr,2026-04,Noche,51.18,Bajo,418.11,0,0.013,Bajo
336,8,4,2026,6,123,76,25.8,68.0,0.92,560.0,Comedor,Biblioteca,Abr,2026-04,Mañana,27.27,Alto,558.6,1,0.903,Alto
337,17,5,2026,3,104,52,24.28,24.35,0.875,252.79,Laboratorio Central,Oficina,May,2026-05,Tarde,52.3,Bajo,277.78,0,0.024,Bajo
338,13,5,2026,10,143,45,22.39,37.02,0.927,489.52,Edificio 10,Administrativo,May,2026-05,Tarde,0.0,Medio,473.37,0,0.042,Bajo
339,18,5,2026,7,122,73,23.75,45.02,0.935,460.77,Auditorio,Oficina,May,2026-05,Noche,37.73,Medio,489.33,0,0.127,Bajo
340,16,5,2026,5,149,45,25.0,34.57,0.957,365.01,Administrativo,Administrativo,May,2026-05,Tarde,20.65,Bajo,383.79,0,0.007,Bajo
341,16,5,2026,9,112,54,21.84,37.02,0.939,327.41,Edificio 9,Auditorio,May,2026-05,Tarde,40.47,Bajo,376.84,0,0.042,Bajo
